"IUCNcat","SSP","sumCell","coverage","coverage_km2","SpeciesID"
"Protected","ssp370",0.0143065078882501,0.0014,0.07,"Dendr_illy_ssp370_mean"
"Unprotected","ssp370",9.98569349211175,0.9986,49.93,"Dendr_illy_ssp370_mean"
"V","ssp370",0,0,0,"Dendr_illy_ssp370_mean"
"VI","ssp370",0,0,0,"Dendr_illy_ssp370_mean"
"Ia","ssp585",0,0,0,"Dendr_illy_ssp585_mean"
"Ib","ssp585",0,0,0,"Dendr_illy_ssp585_mean"
"II","ssp585",0,0,0,"Dendr_illy_ssp585_mean"
"III","ssp585",0.0482390210345329,0.0032,0.24,"Dendr_illy_ssp585_mean"
"IV","ssp585",0.050487112486735,0.0034,0.25,"Dendr_illy_ssp585_mean"
"Not.Applicable","ssp585",0,0,0,"Dendr_illy_ssp585_mean"
"Not.Assigned","ssp585",0,0,0,"Dendr_illy_ssp585_mean"
"Not.Reported","ssp585",4.59172840602696,0.3061,22.96,"Dendr_illy_ssp585_mean"
"Outside.PA","ssp585",8.42742793105208,0.5618,42.14,"Dendr_illy_ssp585_mean"
"Presence","ssp585",15,1,75,"Dendr_illy_ssp585_mean"
"Protected","ssp585",1.98084366292096,0.1321,9.9,"Dendr_illy_ssp585_mean"
"Unprotected","ssp585",13.019156337079,0.8679,65.1,"Dendr_illy_ssp585_mean"
"V","ssp585",1.88211752939969,0.1255,9.41,"Dendr_illy_ssp585_mean"
"VI","ssp585",0,0,0,"Dendr_illy_ssp585_mean"
"Ia","ssp126",129.338650009787,0.0016,646.69,"Dendr_octa_ssp126_mean"
"Ib","ssp126",237.846157854586,0.0029,1189.23,"Dendr_octa_ssp126_mean"
"II","ssp126",1198.54771021393,0.0147,5992.74,"Dendr_octa_ssp126_mean"
"III","ssp126",52.9836222741478,7e-04,264.92,"Dendr_octa_ssp126_mean"
"IV","ssp126",2503.96759582024,0.0308,12519.84,"Dendr_octa_ssp126_mean"
"Not.Applicable","ssp126",384.441097962672,0.0047,1922.21,"Dendr_octa_ssp126_mean"
"Not.Assigned","ssp126",2429.26848487596,0.0299,12146.34,"Dendr_octa_ssp126_mean"
"Not.Reported","ssp126",16583.4075910106,0.2041,82917.04,"Dendr_octa_ssp126_mean"
"Outside.PA","ssp126",43990.9667470003,0.5414,219954.83,"Dendr_octa_ssp126_mean"
"Presence","ssp126",81260,1,406300,"Dendr_octa_ssp126_mean"
"Protected","ssp126",17871.9160791505,0.2199,89359.58,"Dendr_octa_ssp126_mean"
"Unprotected","ssp126",63388.0839208495,0.7801,316940.42,"Dendr_octa_ssp126_mean"
"V","ssp126",13393.3504507197,0.1648,66966.75,"Dendr_octa_ssp126_mean"
"VI","ssp126",355.881892258159,0.0044,1779.41,"Dendr_octa_ssp126_mean"
"Ia","ssp370",130.253578377745,0.0016,651.27,"Dendr_octa_ssp370_mean"
"Ib","ssp370",230.269267431507,0.0028,1151.35,"Dendr_octa_ssp370_mean"
"II","ssp370",1183.09845758433,0.0146,5915.49,"Dendr_octa_ssp370_mean"
"III","ssp370",51.0221291786664,6e-04,255.11,"Dendr_octa_ssp370_mean"
"IV","ssp370",2469.07382150212,0.0305,12345.37,"Dendr_octa_ssp370_mean"
"Not.Applicable","ssp370",392.56843703057,0.0048,1962.84,"Dendr_octa_ssp370_mean"
"Not.Assigned","ssp370",2569.10499652675,0.0317,12845.52,"Dendr_octa_ssp370_mean"
"Not.Reported","ssp370",16530.9078234108,0.2042,82654.54,"Dendr_octa_ssp370_mean"
"Outside.PA","ssp370",43700.7404705904,0.5397,218503.7,"Dendr_octa_ssp370_mean"
"Presence","ssp370",80971,1,404855,"Dendr_octa_ssp370_mean"
"Protected","ssp370",17777.6782724414,0.2196,88888.39,"Dendr_octa_ssp370_mean"
"Unprotected","ssp370",63193.3217275586,0.7804,315966.61,"Dendr_octa_ssp370_mean"
"V","ssp370",13361.8616821647,0.165,66809.31,"Dendr_octa_ssp370_mean"
"VI","ssp370",352.099336202347,0.0043,1760.5,"Dendr_octa_ssp370_mean"
"Ia","ssp585",132.344007149756,0.0016,661.72,"Dendr_octa_ssp585_mean"
"Ib","ssp585",246.176407072949,0.003,1230.88,"Dendr_octa_ssp585_mean"
"II","ssp585",1175.98944739467,0.0145,5879.95,"Dendr_octa_ssp585_mean"
"III","ssp585",49.6641731561683,6e-04,248.32,"Dendr_octa_ssp585_mean"
"IV","ssp585",2424.59001862737,0.0299,12122.95,"Dendr_octa_ssp585_mean"
"Not.Applicable","ssp585",401.646844074423,0.0049,2008.23,"Dendr_octa_ssp585_mean"
"Not.Assigned","ssp585",2574.1825513234,0.0317,12870.91,"Dendr_octa_ssp585_mean"
"Not.Reported","ssp585",16652.0201679892,0.2052,83260.1,"Dendr_octa_ssp585_mean"
"Outside.PA","ssp585",43787.1787507607,0.5395,218935.89,"Dendr_octa_ssp585_mean"
"Presence","ssp585",81161,1,405805,"Dendr_octa_ssp585_mean"
"Protected","ssp585",17745.9716858523,0.2187,88729.86,"Dendr_octa_ssp585_mean"
"Unprotected","ssp585",63415.0283141477,0.7813,317075.14,"Dendr_octa_ssp585_mean"
"V","ssp585",13375.6828333044,0.1648,66878.41,"Dendr_octa_ssp585_mean"
"VI","ssp585",341.524799146919,0.0042,1707.62,"Dendr_octa_ssp585_mean"
"Ia","ssp126",147.856477326945,0.0015,739.28,"Dendr_rubi_ssp126_mean"
"Ib","ssp126",291.790615042285,0.0029,1458.95,"Dendr_rubi_ssp126_mean"
"II","ssp126",978.641134347585,0.0097,4893.21,"Dendr_rubi_ssp126_mean"
"III","ssp126",69.4160337702875,7e-04,347.08,"Dendr_rubi_ssp126_mean"
"IV","ssp126",3210.65635942116,0.0319,16053.28,"Dendr_rubi_ssp126_mean"
"Not.Applicable","ssp126",416.245657461268,0.0041,2081.23,"Dendr_rubi_ssp126_mean"
"Not.Assigned","ssp126",2525.29817080138,0.0251,12626.49,"Dendr_rubi_ssp126_mean"
"Not.Reported","ssp126",16452.0166244317,0.1635,82260.08,"Dendr_rubi_ssp126_mean"
"Outside.PA","ssp126",61549.1576353766,0.6118,307745.79,"Dendr_rubi_ssp126_mean"
"Presence","ssp126",100596,1,502980,"Dendr_rubi_ssp126_mean"
"Protected","ssp126",19653.2819119291,0.1954,98266.41,"Dendr_rubi_ssp126_mean"
"Unprotected","ssp126",80942.7180880709,0.8046,404713.59,"Dendr_rubi_ssp126_mean"
"V","ssp126",14532.1095455159,0.1445,72660.55,"Dendr_rubi_ssp126_mean"
"VI","ssp126",422.811746504919,0.0042,2114.06,"Dendr_rubi_ssp126_mean"
"Ia","ssp370",148.362712312225,0.0015,741.81,"Dendr_rubi_ssp370_mean"
"Ib","ssp370",290.036066087129,0.0029,1450.18,"Dendr_rubi_ssp370_mean"
"II","ssp370",981.373084442714,0.0097,4906.87,"Dendr_rubi_ssp370_mean"
"III","ssp370",69.4245857570854,7e-04,347.12,"Dendr_rubi_ssp370_mean"
"IV","ssp370",3189.51773286574,0.0316,15947.59,"Dendr_rubi_ssp370_mean"
"Not.Applicable","ssp370",420.587279267592,0.0042,2102.94,"Dendr_rubi_ssp370_mean"
"Not.Assigned","ssp370",2490.78463523433,0.0247,12453.92,"Dendr_rubi_ssp370_mean"
"Not.Reported","ssp370",16486.8352533727,0.1634,82434.18,"Dendr_rubi_ssp370_mean"
"Outside.PA","ssp370",61907.0368348873,0.6135,309535.18,"Dendr_rubi_ssp370_mean"
"Presence","ssp370",100911,1,504555,"Dendr_rubi_ssp370_mean"
"Protected","ssp370",19605.7559972381,0.1943,98028.78,"Dendr_rubi_ssp370_mean"
"Unprotected","ssp370",81305.2440027619,0.8057,406526.22,"Dendr_rubi_ssp370_mean"
"V","ssp370",14510.9832281305,0.1438,72554.92,"Dendr_rubi_ssp370_mean"
"VI","ssp370",416.058587642665,0.0041,2080.29,"Dendr_rubi_ssp370_mean"
"Ia","ssp585",149.415825833564,0.0015,747.08,"Dendr_rubi_ssp585_mean"
"Ib","ssp585",300.301489990414,0.003,1501.51,"Dendr_rubi_ssp585_mean"
"II","ssp585",976.241855301577,0.0097,4881.21,"Dendr_rubi_ssp585_mean"
"III","ssp585",69.6987647047166,7e-04,348.49,"Dendr_rubi_ssp585_mean"
"IV","ssp585",3115.18688874485,0.0308,15575.93,"Dendr_rubi_ssp585_mean"
"Not.Applicable","ssp585",400.850706505645,0.004,2004.25,"Dendr_rubi_ssp585_mean"
"Not.Assigned","ssp585",2544.43917855485,0.0252,12722.2,"Dendr_rubi_ssp585_mean"
"Not.Reported","ssp585",16673.2557036916,0.165,83366.28,"Dendr_rubi_ssp585_mean"
"Outside.PA","ssp585",61835.179198305,0.6118,309175.9,"Dendr_rubi_ssp585_mean"
"Presence","ssp585",101070,1,505350,"Dendr_rubi_ssp585_mean"
"Protected","ssp585",19616.2752129428,0.1941,98081.38,"Dendr_rubi_ssp585_mean"
"Unprotected","ssp585",81453.7247870572,0.8059,407268.62,"Dendr_rubi_ssp585_mean"
"V","ssp585",14605.268929826,0.1445,73026.34,"Dendr_rubi_ssp585_mean"
"VI","ssp585",400.161458541765,0.004,2000.81,"Dendr_rubi_ssp585_mean"
"Ia","ssp126",46.5629978428427,8e-04,232.81,"Eisen_feti_ssp126_mean"
"Ib","ssp126",54.4396517457112,9e-04,272.2,"Eisen_feti_ssp126_mean"
"II","ssp126",494.216384836033,0.0082,2471.08,"Eisen_feti_ssp126_mean"
"III","ssp126",39.1269979452131,6e-04,195.63,"Eisen_feti_ssp126_mean"
"IV","ssp126",1779.59061462816,0.0294,8897.95,"Eisen_feti_ssp126_mean"
"Not.Applicable","ssp126",194.872503648039,0.0032,974.36,"Eisen_feti_ssp126_mean"
"Not.Assigned","ssp126",1032.35683526682,0.0171,5161.78,"Eisen_feti_ssp126_mean"
"Not.Reported","ssp126",8669.8522312625,0.1435,43349.26,"Eisen_feti_ssp126_mean"
"Outside.PA","ssp126",40701.0088344821,0.6735,203505.04,"Eisen_feti_ssp126_mean"
"Presence","ssp126",60434,1,302170,"Eisen_feti_ssp126_mean"
"Protected","ssp126",9835.90959534059,0.1628,49179.55,"Eisen_feti_ssp126_mean"
"Unprotected","ssp126",50598.0904046594,0.8372,252990.45,"Eisen_feti_ssp126_mean"
"V","ssp126",6992.73486014183,0.1157,34963.67,"Eisen_feti_ssp126_mean"
"VI","ssp126",429.238088200803,0.0071,2146.19,"Eisen_feti_ssp126_mean"
"Ia","ssp370",45.6509706037932,8e-04,228.25,"Eisen_feti_ssp370_mean"
"Ib","ssp370",52.5928424009958,9e-04,262.96,"Eisen_feti_ssp370_mean"
"II","ssp370",485.366279256686,0.0081,2426.83,"Eisen_feti_ssp370_mean"
"III","ssp370",39.6947789264422,7e-04,198.47,"Eisen_feti_ssp370_mean"
"IV","ssp370",1752.52335222004,0.0293,8762.62,"Eisen_feti_ssp370_mean"
"Not.Applicable","ssp370",191.837318598285,0.0032,959.19,"Eisen_feti_ssp370_mean"
"Not.Assigned","ssp370",1016.9066378379,0.017,5084.53,"Eisen_feti_ssp370_mean"
"Not.Reported","ssp370",8357.6379405905,0.1397,41788.19,"Eisen_feti_ssp370_mean"
"Outside.PA","ssp370",40560.098925766,0.678,202800.49,"Eisen_feti_ssp370_mean"
"Presence","ssp370",59823,1,299115,"Eisen_feti_ssp370_mean"
"Protected","ssp370",9696.51917720736,0.1621,48482.6,"Eisen_feti_ssp370_mean"
"Unprotected","ssp370",50126.4808227926,0.8379,250632.4,"Eisen_feti_ssp370_mean"
"V","ssp370",6908.80725487999,0.1155,34544.04,"Eisen_feti_ssp370_mean"
"VI","ssp370",411.88369891941,0.0069,2059.42,"Eisen_feti_ssp370_mean"
"Ia","ssp585",43.9923499084352,7e-04,219.96,"Eisen_feti_ssp585_mean"
"Ib","ssp585",45.8675339196247,8e-04,229.34,"Eisen_feti_ssp585_mean"
"II","ssp585",468.720361493619,0.0079,2343.6,"Eisen_feti_ssp585_mean"
"III","ssp585",35.4330375128941,6e-04,177.17,"Eisen_feti_ssp585_mean"
"IV","ssp585",1696.61140427198,0.0286,8483.06,"Eisen_feti_ssp585_mean"
"Not.Applicable","ssp585",188.3167203884,0.0032,941.58,"Eisen_feti_ssp585_mean"
"Not.Assigned","ssp585",976.187182950216,0.0165,4880.94,"Eisen_feti_ssp585_mean"
"Not.Reported","ssp585",8019.14542919568,0.1352,40095.73,"Eisen_feti_ssp585_mean"
"Outside.PA","ssp585",40548.1182737525,0.6838,202740.59,"Eisen_feti_ssp585_mean"
"Presence","ssp585",59299,1,296495,"Eisen_feti_ssp585_mean"
"Protected","ssp585",9567.23239371323,0.1613,47836.16,"Eisen_feti_ssp585_mean"
"Unprotected","ssp585",49731.7676062868,0.8387,248658.84,"Eisen_feti_ssp585_mean"
"V","ssp585",6878.87598868746,0.116,34394.38,"Eisen_feti_ssp585_mean"
"VI","ssp585",397.731717919213,0.0067,1988.66,"Eisen_feti_ssp585_mean"
"Ia","ssp126",0.541961279509906,0,2.71,"Eisen_tetr_ssp126_mean"
"Ib","ssp126",4.51833725290749,2e-04,22.59,"Eisen_tetr_ssp126_mean"
"II","ssp126",84.9400070362053,0.0036,424.7,"Eisen_tetr_ssp126_mean"
"III","ssp126",4.27929256451898,2e-04,21.4,"Eisen_tetr_ssp126_mean"
"IV","ssp126",749.107316024067,0.032,3745.54,"Eisen_tetr_ssp126_mean"
"Not.Applicable","ssp126",9.43796071648285,4e-04,47.19,"Eisen_tetr_ssp126_mean"
"Not.Assigned","ssp126",707.020293770358,0.0302,3535.1,"Eisen_tetr_ssp126_mean"
"Not.Reported","ssp126",2688.53676171712,0.1148,13442.68,"Eisen_tetr_ssp126_mean"
"Outside.PA","ssp126",15483.8009940199,0.6612,77419,"Eisen_tetr_ssp126_mean"
"Presence","ssp126",23417,1,117085,"Eisen_tetr_ssp126_mean"
"Protected","ssp126",4528.20398977618,0.1934,22641.02,"Eisen_tetr_ssp126_mean"
"Unprotected","ssp126",18888.7960102238,0.8066,94443.98,"Eisen_tetr_ssp126_mean"
"V","ssp126",3655.89318986418,0.1561,18279.47,"Eisen_tetr_ssp126_mean"
"VI","ssp126",28.9238857547916,0.0012,144.62,"Eisen_tetr_ssp126_mean"
"Ia","ssp370",1.1005508954695,1e-04,5.5,"Eisen_tetr_ssp370_mean"
"Ib","ssp370",2.40043793423274,1e-04,12,"Eisen_tetr_ssp370_mean"
"II","ssp370",67.5945688110396,0.0035,337.97,"Eisen_tetr_ssp370_mean"
"III","ssp370",3.81677237979602,2e-04,19.08,"Eisen_tetr_ssp370_mean"
"IV","ssp370",600.164370146216,0.031,3000.82,"Eisen_tetr_ssp370_mean"
"Not.Applicable","ssp370",8.96146077525373,5e-04,44.81,"Eisen_tetr_ssp370_mean"
"Not.Assigned","ssp370",611.243888336646,0.0316,3056.22,"Eisen_tetr_ssp370_mean"
"Not.Reported","ssp370",2174.50995023915,0.1123,10872.55,"Eisen_tetr_ssp370_mean"
"Outside.PA","ssp370",12926.1704814337,0.6675,64630.85,"Eisen_tetr_ssp370_mean"
"Presence","ssp370",19364,1,96820,"Eisen_tetr_ssp370_mean"
"Protected","ssp370",3643.11421921523,0.1881,18215.57,"Eisen_tetr_ssp370_mean"
"Unprotected","ssp370",15720.8857807848,0.8119,78604.43,"Eisen_tetr_ssp370_mean"
"V","ssp370",2941.26286147864,0.1519,14706.31,"Eisen_tetr_ssp370_mean"
"VI","ssp370",26.774657569842,0.0014,133.87,"Eisen_tetr_ssp370_mean"
"Ia","ssp585",0.833257887425134,1e-04,4.17,"Eisen_tetr_ssp585_mean"
"Ib","ssp585",1.57326424614757,1e-04,7.87,"Eisen_tetr_ssp585_mean"
"II","ssp585",50.9288343444086,0.0033,254.64,"Eisen_tetr_ssp585_mean"
"III","ssp585",4.0514388718293,3e-04,20.26,"Eisen_tetr_ssp585_mean"
"IV","ssp585",492.931520403598,0.0323,2464.66,"Eisen_tetr_ssp585_mean"
"Not.Applicable","ssp585",2.33183749397904,2e-04,11.66,"Eisen_tetr_ssp585_mean"
"Not.Assigned","ssp585",495.542801653942,0.0324,2477.71,"Eisen_tetr_ssp585_mean"
"Not.Reported","ssp585",1830.97248970653,0.1199,9154.86,"Eisen_tetr_ssp585_mean"
"Outside.PA","ssp585",9972.98920563186,0.6529,49864.95,"Eisen_tetr_ssp585_mean"
"Presence","ssp585",15274,1,76370,"Eisen_tetr_ssp585_mean"
"Protected","ssp585",2972.16366551369,0.1946,14860.82,"Eisen_tetr_ssp585_mean"
"Unprotected","ssp585",12301.8363344863,0.8054,61509.18,"Eisen_tetr_ssp585_mean"
"V","ssp585",2398.04907355077,0.157,11990.25,"Eisen_tetr_ssp585_mean"
"VI","ssp585",23.796276209514,0.0016,118.98,"Eisen_tetr_ssp585_mean"
"Ia","ssp126",56.6932663581656,7e-04,283.47,"Lumbr_cast_ssp126_mean"
"Ib","ssp126",46.7328374694491,5e-04,233.66,"Lumbr_cast_ssp126_mean"
"II","ssp126",826.486212441675,0.0095,4132.43,"Lumbr_cast_ssp126_mean"
"III","ssp126",45.7231968010366,5e-04,228.62,"Lumbr_cast_ssp126_mean"
"IV","ssp126",2372.89047486222,0.0272,11864.45,"Lumbr_cast_ssp126_mean"
"Not.Applicable","ssp126",349.041305006438,0.004,1745.21,"Lumbr_cast_ssp126_mean"
"Not.Assigned","ssp126",1275.27050807005,0.0146,6376.35,"Lumbr_cast_ssp126_mean"
"Not.Reported","ssp126",13699.12184311,0.1571,68495.61,"Lumbr_cast_ssp126_mean"
"Outside.PA","ssp126",54602.0753129366,0.6261,273010.38,"Lumbr_cast_ssp126_mean"
"Presence","ssp126",87214,1,436070,"Lumbr_cast_ssp126_mean"
"Protected","ssp126",17288.4910308769,0.1982,86442.46,"Lumbr_cast_ssp126_mean"
"Unprotected","ssp126",69925.5089691231,0.8018,349627.54,"Lumbr_cast_ssp126_mean"
"V","ssp126",13647.7241925657,0.1565,68238.62,"Lumbr_cast_ssp126_mean"
"VI","ssp126",292.240850378597,0.0034,1461.2,"Lumbr_cast_ssp126_mean"
"Ia","ssp370",59.0738642582774,7e-04,295.37,"Lumbr_cast_ssp370_mean"
"Ib","ssp370",44.9722242420696,5e-04,224.86,"Lumbr_cast_ssp370_mean"
"II","ssp370",836.096355246813,0.0096,4180.48,"Lumbr_cast_ssp370_mean"
"III","ssp370",47.0900155917139,5e-04,235.45,"Lumbr_cast_ssp370_mean"
"IV","ssp370",2316.14222782407,0.0265,11580.71,"Lumbr_cast_ssp370_mean"
"Not.Applicable","ssp370",359.282234701051,0.0041,1796.41,"Lumbr_cast_ssp370_mean"
"Not.Assigned","ssp370",1256.83423605416,0.0144,6284.17,"Lumbr_cast_ssp370_mean"
"Not.Reported","ssp370",13900.6142450273,0.1589,69503.07,"Lumbr_cast_ssp370_mean"
"Outside.PA","ssp370",54754.3090203383,0.6261,273771.55,"Lumbr_cast_ssp370_mean"
"Presence","ssp370",87457,1,437285,"Lumbr_cast_ssp370_mean"
"Protected","ssp370",17185.9602638792,0.1965,85929.8,"Lumbr_cast_ssp370_mean"
"Unprotected","ssp370",70271.0397361208,0.8035,351355.2,"Lumbr_cast_ssp370_mean"
"V","ssp370",13585.5597385754,0.1553,67927.8,"Lumbr_cast_ssp370_mean"
"VI","ssp370",297.025838140855,0.0034,1485.13,"Lumbr_cast_ssp370_mean"
"Ia","ssp585",63.3922178785876,7e-04,316.96,"Lumbr_cast_ssp585_mean"
"Ib","ssp585",51.0822811566916,6e-04,255.41,"Lumbr_cast_ssp585_mean"
"II","ssp585",826.879101399474,0.0096,4134.4,"Lumbr_cast_ssp585_mean"
"III","ssp585",45.4528024454122,5e-04,227.26,"Lumbr_cast_ssp585_mean"
"IV","ssp585",2230.1910348799,0.026,11150.96,"Lumbr_cast_ssp585_mean"
"Not.Applicable","ssp585",347.91225596804,0.0041,1739.56,"Lumbr_cast_ssp585_mean"
"Not.Assigned","ssp585",1236.43307019678,0.0144,6182.17,"Lumbr_cast_ssp585_mean"
"Not.Reported","ssp585",13747.4658545502,0.1602,68737.33,"Lumbr_cast_ssp585_mean"
"Outside.PA","ssp585",53558.6517214393,0.6242,267793.26,"Lumbr_cast_ssp585_mean"
"Presence","ssp585",85804,1,429020,"Lumbr_cast_ssp585_mean"
"Protected","ssp585",16913.5370978457,0.1971,84567.69,"Lumbr_cast_ssp585_mean"
"Unprotected","ssp585",68890.4629021543,0.8029,344452.31,"Lumbr_cast_ssp585_mean"
"V","ssp585",13395.6097942016,0.1561,66978.05,"Lumbr_cast_ssp585_mean"
"VI","ssp585",300.929865884076,0.0035,1504.65,"Lumbr_cast_ssp585_mean"
"Ia","ssp126",3.85931732818017,1e-04,19.3,"Lumbr_fest_ssp126_mean"
"Ib","ssp126",2.87311873932572,1e-04,14.37,"Lumbr_fest_ssp126_mean"
"II","ssp126",111.837249812515,0.0026,559.19,"Lumbr_fest_ssp126_mean"
"III","ssp126",6.44760356895705,2e-04,32.24,"Lumbr_fest_ssp126_mean"
"IV","ssp126",1361.96218928178,0.0319,6809.81,"Lumbr_fest_ssp126_mean"
"Not.Applicable","ssp126",127.569324171514,0.003,637.85,"Lumbr_fest_ssp126_mean"
"Not.Assigned","ssp126",720.131277455514,0.0169,3600.66,"Lumbr_fest_ssp126_mean"
"Not.Reported","ssp126",4800.62631997791,0.1124,24003.13,"Lumbr_fest_ssp126_mean"
"Outside.PA","ssp126",29926.1503760935,0.7008,149630.75,"Lumbr_fest_ssp126_mean"
"Presence","ssp126",42702,1,213510,"Lumbr_fest_ssp126_mean"
"Protected","ssp126",7127.52270230154,0.1669,35637.61,"Lumbr_fest_ssp126_mean"
"Unprotected","ssp126",35574.4772976985,0.8331,177872.39,"Lumbr_fest_ssp126_mean"
"V","ssp126",5602.47472671911,0.1312,28012.37,"Lumbr_fest_ssp126_mean"
"VI","ssp126",38.0684968516744,9e-04,190.34,"Lumbr_fest_ssp126_mean"
"Ia","ssp370",3.91632206002714,1e-04,19.58,"Lumbr_fest_ssp370_mean"
"Ib","ssp370",2.11024362830881,1e-04,10.55,"Lumbr_fest_ssp370_mean"
"II","ssp370",108.17082864,0.0026,540.85,"Lumbr_fest_ssp370_mean"
"III","ssp370",6.42617256803925,2e-04,32.13,"Lumbr_fest_ssp370_mean"
"IV","ssp370",1292.98268765579,0.0313,6464.91,"Lumbr_fest_ssp370_mean"
"Not.Applicable","ssp370",129.486173368869,0.0031,647.43,"Lumbr_fest_ssp370_mean"
"Not.Assigned","ssp370",759.565726301637,0.0184,3797.83,"Lumbr_fest_ssp370_mean"
"Not.Reported","ssp370",4767.20278863462,0.1155,23836.01,"Lumbr_fest_ssp370_mean"
"Outside.PA","ssp370",28825.2173077241,0.6986,144126.09,"Lumbr_fest_ssp370_mean"
"Presence","ssp370",41263,1,206315,"Lumbr_fest_ssp370_mean"
"Protected","ssp370",6781.52800397073,0.1643,33907.64,"Lumbr_fest_ssp370_mean"
"Unprotected","ssp370",34481.4719960293,0.8357,172407.36,"Lumbr_fest_ssp370_mean"
"V","ssp370",5329.85267113039,0.1292,26649.26,"Lumbr_fest_ssp370_mean"
"VI","ssp370",38.0690782881738,9e-04,190.35,"Lumbr_fest_ssp370_mean"
"Ia","ssp585",3.39863933616607,1e-04,16.99,"Lumbr_fest_ssp585_mean"
"Ib","ssp585",1.8073140552151,0,9.04,"Lumbr_fest_ssp585_mean"
"II","ssp585",101.238256462389,0.0026,506.19,"Lumbr_fest_ssp585_mean"
"III","ssp585",5.99263143571289,2e-04,29.96,"Lumbr_fest_ssp585_mean"
"IV","ssp585",1210.77506160927,0.0316,6053.88,"Lumbr_fest_ssp585_mean"
"Not.Applicable","ssp585",109.763740258635,0.0029,548.82,"Lumbr_fest_ssp585_mean"
"Not.Assigned","ssp585",740.662706662998,0.0193,3703.31,"Lumbr_fest_ssp585_mean"
"Not.Reported","ssp585",4363.51643445684,0.1139,21817.58,"Lumbr_fest_ssp585_mean"
"Outside.PA","ssp585",26776.3179025265,0.6989,133881.59,"Lumbr_fest_ssp585_mean"
"Presence","ssp585",38312,1,191560,"Lumbr_fest_ssp585_mean"
"Protected","ssp585",6321.73921609502,0.165,31608.7,"Lumbr_fest_ssp585_mean"
"Unprotected","ssp585",31990.260783905,0.835,159951.3,"Lumbr_fest_ssp585_mean"
"V","ssp585",4961.12672840394,0.1295,24805.63,"Lumbr_fest_ssp585_mean"
"VI","ssp585",37.4005847923272,0.001,187,"Lumbr_fest_ssp585_mean"
"Ia","ssp126",45.5289692989106,6e-04,227.64,"Lumbr_rube_ssp126_mean"
"Ib","ssp126",10.4636539766082,1e-04,52.32,"Lumbr_rube_ssp126_mean"
"II","ssp126",498.211979677935,0.0068,2491.06,"Lumbr_rube_ssp126_mean"
"III","ssp126",29.1545883606236,4e-04,145.77,"Lumbr_rube_ssp126_mean"
"IV","ssp126",2146.91452199633,0.0292,10734.57,"Lumbr_rube_ssp126_mean"
"Not.Applicable","ssp126",187.083529492564,0.0025,935.42,"Lumbr_rube_ssp126_mean"
"Not.Assigned","ssp126",1332.55010811556,0.0181,6662.75,"Lumbr_rube_ssp126_mean"
"Not.Reported","ssp126",11546.7657047552,0.1568,57733.83,"Lumbr_rube_ssp126_mean"
"Outside.PA","ssp126",45018.885419792,0.6114,225094.43,"Lumbr_rube_ssp126_mean"
"Presence","ssp126",73627,1,368135,"Lumbr_rube_ssp126_mean"
"Protected","ssp126",15541.7152378446,0.2111,77708.58,"Lumbr_rube_ssp126_mean"
"Unprotected","ssp126",58085.2847621554,0.7889,290426.42,"Lumbr_rube_ssp126_mean"
"V","ssp126",12654.4089994203,0.1719,63272.04,"Lumbr_rube_ssp126_mean"
"VI","ssp126",157.032525113906,0.0021,785.16,"Lumbr_rube_ssp126_mean"
"Ia","ssp370",48.2766701018052,7e-04,241.38,"Lumbr_rube_ssp370_mean"
"Ib","ssp370",10.4327782837074,1e-04,52.16,"Lumbr_rube_ssp370_mean"
"II","ssp370",477.728914195035,0.0066,2388.64,"Lumbr_rube_ssp370_mean"
"III","ssp370",27.18949958343,4e-04,135.95,"Lumbr_rube_ssp370_mean"
"IV","ssp370",2127.59807005324,0.0292,10637.99,"Lumbr_rube_ssp370_mean"
"Not.Applicable","ssp370",195.455485662169,0.0027,977.28,"Lumbr_rube_ssp370_mean"
"Not.Assigned","ssp370",1324.65564426122,0.0182,6623.28,"Lumbr_rube_ssp370_mean"
"Not.Reported","ssp370",11292.272358171,0.1551,56461.36,"Lumbr_rube_ssp370_mean"
"Outside.PA","ssp370",44619.3383546616,0.6128,223096.69,"Lumbr_rube_ssp370_mean"
"Presence","ssp370",72817,1,364085,"Lumbr_rube_ssp370_mean"
"Protected","ssp370",15385.2781572439,0.2113,76926.39,"Lumbr_rube_ssp370_mean"
"Unprotected","ssp370",57431.7218427561,0.7887,287158.61,"Lumbr_rube_ssp370_mean"
"V","ssp370",12549.2552668624,0.1723,62746.28,"Lumbr_rube_ssp370_mean"
"VI","ssp370",144.796958164311,0.002,723.98,"Lumbr_rube_ssp370_mean"
"Ia","ssp585",52.6698575754292,7e-04,263.35,"Lumbr_rube_ssp585_mean"
"Ib","ssp585",9.64944812550061,1e-04,48.25,"Lumbr_rube_ssp585_mean"
"II","ssp585",483.357867072969,0.0066,2416.79,"Lumbr_rube_ssp585_mean"
"III","ssp585",28.5658166030723,4e-04,142.83,"Lumbr_rube_ssp585_mean"
"IV","ssp585",2013.82074426603,0.0276,10069.1,"Lumbr_rube_ssp585_mean"
"Not.Applicable","ssp585",202.629422181897,0.0028,1013.15,"Lumbr_rube_ssp585_mean"
"Not.Assigned","ssp585",1354.72001343759,0.0186,6773.6,"Lumbr_rube_ssp585_mean"
"Not.Reported","ssp585",11356.9910533371,0.1558,56784.96,"Lumbr_rube_ssp585_mean"
